course_department;course_code;professor;time;course_title;completed;total_enrolled;the_course_content;amount_learned;the_course_as_a_whole;instructors_effectiveness;grading_techniques
AS;101;kyle woodard;au14;Foundations of the United States Air Force I;5;6;4.25;4.88;4.0;4.67;3.25
AS;101;michael goodwin;au13;Foundations of the United States Air Force I;11;13;3.88;4.2;4.0;4.4;4.81
AS;102;michael goodwin;wi14;Foundations in the United States Air Force II;5;6;3.75;4.5;3.67;3.88;3.88
AS;102;michael goodwin;wi14;Foundations in the United States Air Force II;7;9;4.25;4.25;4.33;4.8;4.0
AS;102;kyle woodard;wi15;Foundations in the United States Air Force II;24;27;4.0;4.3;4.5;4.36;4.39
AS;102;michael goodwin;wi14;Foundations in the United States Air Force II;4;10;4.0;3.5;4.0;4.0;3.0
AS;102;kyle woodard;wi15;Foundations in the United States Air Force II;4;4;3.5;3.0;3.0;3.0;3.5
AS;103;michael goodwin;sp13;Foundations in the United States Air Force III;11;12;4.71;4.81;4.81;4.89;4.89
AS;103;michael goodwin;sp14;Foundations in the United States Air Force III;3;5;3.25;3.75;3.75;3.25;4.0
AS;103;kyle woodard;sp15;Foundations in the United States Air Force III;15;22;4.0;4.29;4.25;4.13;4.56
AS;103;michael goodwin;sp13;Foundations in the United States Air Force III;18;19;4.36;4.1;4.38;4.75;4.86
AS;103;michael goodwin;sp14;Foundations in the United States Air Force III;2;5;5.0;5.0;5.0;5.0;5.0
AS;103;kyle woodard;sp15;Foundations in the United States Air Force III;3;4;4.75;4.75;4.75;4.75;4.75
AS;103;michael goodwin;sp13;Foundations in the United States Air Force III;5;7;4.33;4.25;4.67;4.88;4.88
AS;103;michael goodwin;sp14;Foundations in the United States Air Force III;3;7;4.0;4.75;4.75;4.0;4.75
AS;211;isseyas mengistu;au13;The Evolution of Air and Space Power I;13;14;4.85;4.64;4.91;4.91;4.83
AS;211;kyle woodard;au14;The Evolution of Air and Space Power I;11;12;4.71;4.38;4.71;4.71;4.4
AS;211;isseyas mengistu;au13;The Evolution of Air and Space Power I;5;7;4.67;4.67;4.67;4.88;4.67
AS;211;kyle woodard;au14;The Evolution of Air and Space Power I;6;6;3.5;4.0;3.5;3.83;4.0
AS;211;isseyas mengistu;au13;The Evolution of Air and Space Power I;11;12;4.42;4.71;4.58;4.71;4.81
AS;212;isseyas mengistu;wi14;The Evolution of Air and Space Power II;4;6;4.83;4.5;4.83;4.83;4.83
AS;212;isseyas mengistu;wi14;The Evolution of Air and Space Power II;5;8;4.33;3.75;4.67;4.67;4.88
AS;212;kyle woodard;wi15;The Evolution of Air and Space Power II;11;13;4.0;4.0;4.2;4.25;4.13
AS;212;isseyas mengistu;wi14;The Evolution of Air and Space Power II;7;10;4.8;4.92;4.8;4.92;4.92
AS;212;kyle woodard;wi15;The Evolution of Air and Space Power II;2;2;4.0;4.0;4.0;4.0;5.0
AS;213;spencer bowen;sp13;The Evolution of Air and Space Power III;1;7;4.0;4.0;4.0;4.0;3.0
AS;213;isseyas mengistu;sp14;The Evolution of Air and Space Power III;4;6;4.5;3.5;4.5;4.5;4.5
AS;213;sean daly;sp15;The Evolution of Air and Space Power III;7;8;4.0;4.13;4.25;4.63;4.17
AS;213;isseyas mengistu;sp14;The Evolution of Air and Space Power III;1;7;4.0;5.0;5.0;5.0;5.0
AS;213;sean daly;sp15;The Evolution of Air and Space Power III;5;6;4.67;4.67;4.88;4.88;4.88
AS;213;isseyas mengistu;sp14;The Evolution of Air and Space Power III;2;7;5.0;5.0;5.0;5.0;5.0
AS;250;isseyas mengistu;au14;Aerospace Studies Leadership Laboratory;19;34;4.64;4.64;4.64;4.55;4.44
AS;250;isseyas mengistu;wi15;Aerospace Studies Leadership Laboratory;16;30;4.61;4.7;4.61;4.7;4.61
AS;250;isseyas mengistu;au14;Aerospace Studies Leadership Laboratory;4;16;4.0;4.0;4.0;4.0;4.17
AS;250;isseyas mengistu;wi15;Aerospace Studies Leadership Laboratory;6;25;4.75;4.5;4.75;4.75;4.5
AS;250;isseyas mengistu;sp15;Aerospace Studies Leadership Laboratory;20;60;4.79;4.82;4.73;4.73;4.75
AS;331;brent bigger;au14;Aerospace Studies 300;11;12;3.92;3.86;3.92;3.88;3.92
AS;331;angela allardice;au13;Aerospace Studies 300;2;10;3.5;3.5;3.5;4.0;3.5
AS;331;angela allardice;au13;Aerospace Studies 300;6;7;4.75;4.75;4.75;4.75;4.75
AS;332;angela allardice;wi14;Aerospace Studies 300;3;7;4.25;5.0;4.25;4.75;5.0
AS;332;brent bigger;wi15;Aerospace Studies 300;5;6;4.0;4.25;4.25;4.88;5.0
AS;332;angela allardice;wi14;Aerospace Studies 300;3;7;4.0;4.0;4.25;4.75;4.75
AS;332;brent bigger;wi15;Aerospace Studies 300;5;5;4.67;4.88;4.88;4.88;4.88
AS;332;brent bigger;wi15;Aerospace Studies 300;1;1;5.0;5.0;5.0;5.0;5.0
AS;333;brent bigger;sp15;Aerospace Studies 300;3;4;5.0;4.75;5.0;5.0;4.75
AS;333;angela allardice;sp14;Aerospace Studies 300;1;5;4.0;5.0;5.0;5.0;5.0
AS;333;brent bigger;sp15;Aerospace Studies 300;5;8;4.67;4.67;4.67;4.88;4.67
AS;333;angela allardice;sp13;Aerospace Studies 300;4;8;4.0;4.5;4.0;4.83;4.5
AS;333;angela allardice;sp14;Aerospace Studies 300;4;7;4.83;4.5;4.83;4.83;4.83
AS;333;angela allardice;sp14;Aerospace Studies 300;1;1;3.0;3.0;4.0;3.0;3.0
AS;431;isseyas mengistu;au14;Aerospace Studies 400;6;10;3.25;3.5;3.25;3.5;3.75
AS;431;kevin mastin;au13;Aerospace Studies 400;16;21;3.23;3.36;3.39;3.38;4.0
AS;431;kevin mastin;au13;Aerospace Studies 400;4;4;3.5;4.0;3.5;4.0;3.0
AS;431;isseyas mengistu;au14;Aerospace Studies 400;1;2;5.0;5.0;5.0;5.0;5.0
AS;432;kevin mastin;wi14;Aerospace Studies 400;15;17;3.88;4.0;4.14;4.2;3.88
AS;432;isseyas mengistu;wi15;Aerospace Studies 400;7;10;4.25;4.25;4.0;4.0;4.63
AS;432;kevin mastin;wi14;Aerospace Studies 400;3;7;3.25;3.0;3.25;3.0;3.0
AS;433;isseyas mengistu;sp15;Aerospace Studies 400;3;12;3.25;3.25;4.0;4.75;4.75
AS;433;kevin mastin;sp14;Aerospace Studies 400;8;20;4.5;4.7;4.5;4.7;4.7
AS;433;kevin mastin;sp14;Aerospace Studies 400;1;4;5.0;5.0;5.0;5.0;5.0
ASIAN;203;heidi pauwels;wi14;Literature and Culture of Ancient and Classical India;7;10;4.63;4.33;4.63;4.63;4.17
ASIAN;205;edward mack;su14;Literature and Culture of Japan from Tradition to Modernity;9;10;4.6;4.6;4.6;4.86;4.86
ASIAN;206;jennifer dubrow;sp14;Literature and Culture of South Asia from Tradition to Modernity;22;31;4.14;4.5;4.2;4.71;4.5
ASIAN;206;jennifer dubrow;sp13;Literature and Culture of South Asia from Tradition to Modernity;11;16;4.89;4.71;4.89;4.89;4.58
ASIAN;206;jennifer dubrow;wi15;Literature and Culture of South Asia from Tradition to Modernity;20;35;4.05;4.25;4.05;4.41;4.19
ASIAN;207;jennifer dubrow;au14;Special Topics in Literature and Culture of Asia;13;15;3.88;3.88;4.0;4.13;3.88
ASIAN;207;ian chapman;wi15;Special Topics in Literature and Culture of Asia;19;24;4.43;4.5;4.31;4.19;4.42
ASIAN;207;jyana browne;sp15;Special Topics in Literature and Culture of Asia;15;20;4.43;4.67;4.21;4.67;4.82
ASIAN;207;hayone chung;wi15;Special Topics in Literature and Culture of Asia;13;23;3.63;3.4;3.29;3.38;3.75
ASIAN;263;bonnie tilland;au14;Great Works of Asian Literature;18;27;4.0;4.14;4.13;4.21;3.83
ASIAN;401;zev handel;sp13;Introduction to Asian Linguistics;35;39;4.67;4.7;4.53;4.74;4.74
ASIAN;496;jameel ahmad;sp13;NULL;8;9;4.83;4.7;4.7;4.83;4.7
ASIAN;498;bonnie tilland;sp14;Special Topics;20;20;4.5;4.67;4.59;4.79;4.83
ASIAN;498;soohee kim;au14;Special Topics;8;19;4.7;4.17;4.5;4.83;4.7
ASIAN;498;soohee kim;au13;Special Topics;18;20;4.6;4.81;4.75;4.9;4.68
ASIAN;498;christopher diamond;wi15;Special Topics;3;6;5.0;5.0;5.0;5.0;5.0
ASIAN;498;emily hall;sp15;Special Topics;8;14;4.7;4.7;4.7;4.0;4.83
ASIAN;498;prem pahlajrai;sp14;Special Topics;5;9;4.0;4.25;4.25;4.25;4.25
ASIAN;498;prem pahlajrai;sp13;Special Topics;3;3;5.0;5.0;5.0;5.0;5.0
ASIAN;498;prem pahlajrai;sp15;Special Topics;2;2;5.0;5.0;5.0;5.0;5.0
ASIAN;510;amy ohta;au14;Teaching Asian Languages;3;3;5.0;5.0;4.75;5.0;4.75
ASL;101;lance forshay;au14;Elementary American Sign Language I;19;25;4.55;4.82;4.71;4.82;4.64
ASL;101;lance forshay;au13;Elementary American Sign Language I;23;25;NULL;4.82;4.82;NULL;NULL
ASL;101;kristi winter;au14;Elementary American Sign Language I;26;27;4.78;4.82;4.78;4.91;4.82
ASL;101;kristi winter;au13;Elementary American Sign Language I;23;26;NULL;4.86;4.82;NULL;NULL
ASL;101;kristi winter;au14;Elementary American Sign Language I;26;27;4.78;4.91;4.78;4.85;4.85
ASL;101;kristi winter;au13;Elementary American Sign Language I;14;24;NULL;4.86;4.86;NULL;NULL
ASL;101;kristi winter;au14;Elementary American Sign Language I;22;27;4.81;4.85;4.89;4.89;4.77
ASL;101;kristi winter;au13;Elementary American Sign Language I;25;28;NULL;4.84;4.76;NULL;NULL
ASL;102;lance forshay;wi14;Elementary American Sign Language II;14;14;NULL;4.8;4.8;NULL;NULL
ASL;102;lance forshay;wi15;Elementary American Sign Language II;10;15;4.0;4.5;4.17;4.79;4.5
ASL;102;kristi winter;wi14;Elementary American Sign Language II;15;24;4.82;4.75;4.75;4.88;4.88
ASL;102;kristi winter;wi15;Elementary American Sign Language II;18;25;4.86;4.89;4.94;4.94;5.0
ASL;102;kristi winter;wi14;Elementary American Sign Language II;16;22;4.77;4.88;4.77;4.83;4.83
ASL;102;kristi winter;wi15;Elementary American Sign Language II;21;27;4.88;4.92;4.98;5.0;4.8
ASL;102;kristi winter;wi14;Elementary American Sign Language II;19;24;4.71;4.77;4.82;4.87;4.71
ASL;102;kristi winter;wi15;Elementary American Sign Language II;21;28;4.75;4.83;4.75;4.84;4.84
ASL;103;lance forshay;sp15;Elementary American Sign Language III;19;25;4.44;4.5;4.64;4.77;4.68
ASL;103;lance forshay;sp14;Elementary American Sign Language III;12;19;4.06;4.5;4.06;3.9;4.0
ASL;103;lance forshay;sp13;Elementary American Sign Language III;16;22;NULL;4.36;4.06;NULL;NULL
ASL;103;lance forshay;sp15;Elementary American Sign Language III;17;18;4.65;4.85;4.65;4.79;4.56
ASL;103;lance forshay;sp14;Elementary American Sign Language III;15;15;3.88;3.94;4.0;3.4;3.8
ASL;103;lance forshay;sp13;Elementary American Sign Language III;15;22;NULL;4.42;4.56;NULL;NULL
ASL;103;kristi winter;sp13;Elementary American Sign Language III;21;26;4.69;4.84;4.75;4.8;4.79
ASL;103;kristi winter;sp14;Elementary American Sign Language III;21;27;4.75;4.84;4.8;4.95;4.92
ASL;103;kristi winter;sp15;Elementary American Sign Language III;21;25;4.84;4.79;4.8;4.88;4.84
ASL;103;kristi winter;sp13;Elementary American Sign Language III;20;26;4.73;4.79;4.79;4.88;4.67
ASL;103;kristi winter;sp14;Elementary American Sign Language III;17;23;4.73;4.89;4.85;4.89;4.73
ASL;134;john rehkop;su14;Intensive First Year ASL;14;14;4.8;4.96;4.86;5.0;4.69
ASL;134;raymond bateh;su14;Intensive First Year ASL;11;14;2.42;2.38;2.38;1.75;3.0
ASL;134;lance forshay;su13;Intensive First Year ASL;14;16;NULL;4.8;4.5;NULL;NULL
ASL;134;kristi winter;su14;Intensive First Year ASL;13;15;4.42;4.91;4.69;4.96;4.78
ASL;134;kristi winter;su13;Intensive First Year ASL;16;18;4.21;4.7;4.7;4.5;4.7
ASL;201;lance forshay;au14;Intermediate American Sign Language I;14;15;3.75;3.9;4.0;4.07;3.5
ASL;201;lance forshay;au13;Intermediate American Sign Language I;21;24;NULL;4.69;4.55;NULL;NULL
ASL;202;lance forshay;wi14;Intermediate American Sign Language II;12;15;NULL;4.5;4.17;NULL;NULL
ASL;202;lance forshay;wi15;Intermediate American Sign Language II;14;15;4.14;4.13;4.28;4.5;4.33
ASL;203;kristi winter;sp15;Intermediate American Sign Language III;14;16;4.5;4.21;4.63;4.63;4.63
ASL;203;kristi winter;sp13;Intermediate American Sign Language III;20;23;4.39;4.3;4.59;4.79;4.39
ASL;203;kristi winter;sp14;Intermediate American Sign Language III;12;13;3.83;4.58;4.64;4.95;4.95
ASL;234;lance forshay;su14;Intensive Intermediate American Sign Language;6;6;4.75;4.9;4.9;5.0;4.5
ASL;305;lance forshay;sp15;Introduction to American Deaf Culture;34;49;3.95;4.5;3.95;4.27;3.27
ASL;305;lance forshay;sp14;Introduction to American Deaf Culture;39;52;4.69;4.65;4.69;4.8;4.46
ASL;305;lance forshay;sp13;Introduction to American Deaf Culture;24;46;4.58;4.58;4.42;4.64;4.39
ASTBIO;115;roger buick;au14;Astrobiology: Life in the Universe;43;102;3.9;4.03;3.87;4.0;3.32
ASTBIO;115;david catling;au13;Astrobiology: Life in the Universe;55;116;4.1;3.96;3.98;3.93;3.68
ASTBIO;501;david catling;au14;Astrobiology Disciplines;13;17;4.33;4.14;4.06;4.17;4.0
ASTBIO;502;victoria meadows;au13;Astrobiology Topics;13;13;4.69;4.29;4.42;4.69;3.86
ASTBIO;550;victoria meadows;wi15;Professional Development for Astrobiology;16;17;4.2;4.13;4.0;4.3;4.25
ASTBIO;550;victoria meadows;sp13;Professional Development for Astrobiology;11;13;3.8;3.63;3.63;4.58;4.25
ASTBIO;575;john baross;wi14;Seminar in Astrobiology;11;20;3.88;3.0;4.0;3.13;4.7
ASTR;101;bruce balick;wi14;Astronomy;103;287;3.17;3.02;2.84;2.46;3.01
ASTR;101;chris laws;sp13;Astronomy;154;301;4.73;4.7;4.76;4.89;4.67
ASTR;101;ana larson;su14;Astronomy;6;15;4.25;4.75;4.17;4.0;4.25
ASTR;101;ana larson;su13;Astronomy;3;12;5.0;5.0;4.75;4.75;4.75
ASTR;101;ana larson;au13;Astronomy;163;280;3.12;3.03;2.89;2.3;3.19
ASTR;101;chris laws;sp14;Astronomy;123;235;4.83;4.81;4.85;4.92;4.62
ASTR;101;ana larson;au14;Astronomy;127;286;3.82;3.79;3.65;2.97;3.81
ASTR;101;chris laws;sp15;Astronomy;126;260;4.86;4.8;4.88;4.94;4.66
ASTR;101;oliver fraser;wi15;Astronomy;126;260;3.88;3.85;3.93;4.03;3.83
ASTR;101;nicole silvestri;au14;Astronomy;14;28;NULL;4.72;NULL;4.72;NULL
ASTR;101;nicole silvestri;au13;Astronomy;27;30;NULL;4.44;NULL;4.71;NULL
ASTR;101;nicole silvestri;sp14;Astronomy;22;29;NULL;4.77;NULL;4.71;NULL
ASTR;101;nicole silvestri;au14;Astronomy;14;31;NULL;4.8;NULL;4.8;NULL
ASTR;101;nicole silvestri;au13;Astronomy;22;30;NULL;4.5;NULL;4.81;NULL
ASTR;101;breanna binder;wi14;Astronomy;15;24;NULL;4.4;NULL;4.67;NULL
ASTR;101;nicole silvestri;sp14;Astronomy;19;24;NULL;4.64;NULL;4.82;NULL
ASTR;101;breanna binder;wi14;Astronomy;16;23;NULL;4.77;NULL;4.83;NULL
ASTR;101;ana larson;su14;Astronomy;5;20;4.33;4.67;4.67;4.88;4.67
ASTR;101;nicole silvestri;su13;Astronomy;12;19;4.64;4.5;4.64;4.75;4.33
ASTR;101;oliver fraser;au14;Astronomy;22;51;4.5;NULL;3.75;NULL;4.25
ASTR;101;oliver fraser;wi15;Astronomy;27;90;4.11;NULL;4.15;NULL;4.04
ASTR;101;oliver fraser;sp15;Astronomy;31;88;3.81;NULL;3.57;NULL;3.88
ASTR;101;mark burbank;au13;Astronomy;7;7;4.8;4.8;5.0;5.0;4.92
ASTR;101;rory retzlaff;au13;Astronomy;20;30;4.04;4.13;3.95;4.14;3.89
ASTR;102;bruce balick;au13;Introduction to Astronomy;26;47;3.14;3.1;2.9;2.7;3.07
ASTR;105;toby smith;wi14;Exploring the Moon;81;105;4.6;4.68;4.58;4.76;3.89
ASTR;105;toby smith;wi15;Exploring the Moon;51;107;NULL;4.88;4.89;NULL;NULL
ASTR;150;nicole silvestri;wi14;The Planets;104;294;4.32;4.3;4.27;4.55;4.12
ASTR;150;toby smith;sp13;The Planets;128;298;4.35;4.45;4.26;4.64;4.18
ASTR;150;nicole silvestri;su14;The Planets;9;12;4.25;4.6;4.4;4.6;4.17
ASTR;150;toby smith;su13;The Planets;11;15;4.58;4.29;4.4;4.71;4.17
ASTR;150;toby smith;au13;The Planets;100;249;4.59;4.66;4.54;4.69;4.14
ASTR;150;toby smith;sp14;The Planets;121;295;4.66;4.69;4.65;4.86;4.51
ASTR;150;toby smith;au14;The Planets;109;248;4.7;4.71;4.7;4.84;4.33
ASTR;150;nicole silvestri;wi15;The Planets;110;239;4.18;4.25;4.18;4.44;4.07
ASTR;150;toby smith;sp15;The Planets;140;294;4.66;4.67;4.65;4.8;4.43
ASTR;150;nicole silvestri;sp14;The Planets;26;32;NULL;4.42;NULL;4.74;NULL
ASTR;150;nicole silvestri;au14;The Planets;18;31;4.25;4.65;4.25;4.56;3.92
ASTR;150;nicole silvestri;au14;The Planets;19;31;NULL;4.55;NULL;4.91;NULL
ASTR;150;nicole silvestri;sp13;The Planets;24;31;NULL;4.54;NULL;4.79;NULL
ASTR;150;nicole silvestri;sp13;The Planets;25;31;NULL;4.67;NULL;4.9;NULL
ASTR;150;toby smith;sp14;The Planets;18;25;NULL;4.61;NULL;4.89;NULL
ASTR;150;nicole silvestri;wi14;The Planets;20;25;NULL;4.14;NULL;4.67;NULL
ASTR;150;toby smith;sp14;The Planets;17;23;NULL;4.36;NULL;4.89;NULL
ASTR;150;nicole silvestri;wi14;The Planets;19;25;NULL;4.44;NULL;4.77;NULL
ASTR;150;nicole silvestri;sp14;The Planets;22;25;NULL;4.71;NULL;4.77;NULL
ASTR;160;victoria meadows;sp14;Introduction to Exoplanets;16;21;4.7;4.83;4.77;4.83;4.56
ASTR;190;thomas quinn;wi14;Modern Topics in Astronomy for Non-Science Majors;16;26;4.36;4.82;4.3;4.3;4.63
ASTR;190;ana larson;su13;Modern Topics in Astronomy for Non-Science Majors;2;4;4.5;5.0;5.0;4.0;5.0
ASTR;190;bruce balick;wi15;Modern Topics in Astronomy for Non-Science Majors;14;24;4.5;4.07;4.3;4.17;4.25
ASTR;192;michael tremmel;au13;Pre-Major in Astronomy Research Seminar;15;16;4.75;4.63;4.88;4.56;4.8
ASTR;192;edward schwieterman;au14;Pre-Major in Astronomy Research Seminar;10;10;4.79;4.88;4.94;4.88;4.67
ASTR;211;ana larson;wi14;The Universe and Change;32;38;3.83;3.85;3.94;4.0;4.35
ASTR;211;ana larson;wi15;The Universe and Change;10;25;4.5;4.0;4.5;4.5;4.67
ASTR;270;ana larson;sp13;Public Outreach in Astronomy;21;23;4.79;4.59;4.69;4.87;4.84
ASTR;270;ana larson;sp14;Public Outreach in Astronomy;21;24;4.55;4.67;4.55;4.69;4.79
ASTR;270;ana larson;sp15;Public Outreach in Astronomy;10;22;4.17;4.0;4.67;3.83;4.5
ASTR;300;toby smith;wi14;Introduction to Programming for Astronomical Applications;10;13;5.0;4.94;4.94;4.94;5.0
ASTR;300;toby smith;au13;Introduction to Programming for Astronomical Applications;11;14;4.81;4.95;4.95;5.0;4.71
ASTR;300;toby smith;au14;Introduction to Programming for Astronomical Applications;9;13;4.75;4.75;4.75;4.86;4.8
ASTR;301;chris laws;wi14;Astronomy for Scientists and Engineers;12;17;4.83;4.83;4.9;4.9;4.83
ASTR;301;chris laws;au13;Astronomy for Scientists and Engineers;18;25;4.81;4.73;4.94;4.97;4.73
ASTR;301;chris laws;au14;Astronomy for Scientists and Engineers;23;24;4.89;4.93;4.95;4.95;4.89
ASTR;301;chris laws;wi15;Astronomy for Scientists and Engineers;26;29;4.93;4.88;4.98;5.0;4.85
ASTR;321;donald brownlee;au13;The Solar System;21;39;3.92;3.86;3.45;2.94;3.0
ASTR;321;donald brownlee;au14;The Solar System;28;58;4.06;3.5;3.44;3.0;3.61
ASTR;323;eric agol;sp13;Extragalactic Astronomy and Cosmology;23;31;4.21;4.29;4.19;4.0;3.83
ASTR;323;zeljko ivezic;sp14;Extragalactic Astronomy and Cosmology;19;31;4.91;4.82;4.87;4.87;4.82
ASTR;323;eric agol;sp15;Extragalactic Astronomy and Cosmology;18;23;3.8;3.36;3.5;3.33;3.38
ASTR;400;julianne dalcanton;au13;Undergraduate Research Seminar;12;15;4.9;4.9;5.0;4.83;4.67
ASTR;400;suzanne hawley;au14;Undergraduate Research Seminar;15;21;4.82;4.72;4.82;4.72;4.64
ASTR;419;victoria meadows;sp15;Exoplanets;5;7;4.88;5.0;4.88;4.88;4.88
ASTR;421;ana larson;wi14;Stellar Observations and Theory;8;9;4.17;4.5;4.7;3.83;4.5
ASTR;421;ana larson;wi15;Stellar Observations and Theory;7;16;4.33;4.13;4.2;4.0;4.63
ASTR;427;thomas quinn;au13;Methods of Computational Astrophysics;9;10;4.86;4.86;4.94;4.75;4.86
ASTR;480;ana larson;sp13;Introduction to Astronomical Data Analysis;14;25;4.63;4.86;4.8;4.63;4.63
ASTR;480;ana larson;sp14;Introduction to Astronomical Data Analysis;15;21;4.44;4.96;4.56;4.5;4.56
ASTR;480;ana larson;sp15;Introduction to Astronomical Data Analysis;3;20;4.0;4.75;4.0;4.0;4.25
ASTR;481;chris laws;su14;Introduction to Astronomical Observation;12;12;4.83;4.95;5.0;5.0;4.95
ASTR;481;chris laws;su13;Introduction to Astronomical Observation;12;11;5.0;4.9;4.95;5.0;4.95
ASTR;482;paula szkody;au13;Writing Scientific Papers;4;5;5.0;5.0;5.0;5.0;5.0
ASTR;482;paula szkody;au14;Writing Scientific Papers;6;6;4.75;4.75;4.5;4.9;4.9
ASTR;497;woodruff sullivan;wi14;Topics in Current Astronomy;3;5;4.0;4.75;4.75;4.75;4.0
ASTR;497;woodruff sullivan;sp13;Topics in Current Astronomy;3;3;4.25;4.25;4.25;4.25;4.0
ASTR;497;mario juric;sp15;Topics in Current Astronomy;5;6;4.88;4.67;4.88;5.0;5.0
ASTR;500;ana larson;au14;Practical Methods for Teaching Astronomy;1;3;4.0;3.0;4.0;4.0;4.0
ASTR;507;eric agol;au13;Physical Foundations of Astrophysics I;9;10;4.2;4.1;4.2;4.0;4.7
ASTR;508;thomas quinn;au14;Physical Foundations of Astrophysics II;13;14;NULL;3.33;3.38;NULL;NULL
ASTR;509;thomas quinn;wi15;Physical Foundations of Astrophysics III;6;10;3.5;2.17;3.0;2.5;2.5
ASTR;512;julianne dalcanton;sp13;Extragalactic Astronomy;7;8;4.63;4.63;4.8;4.92;4.92
ASTR;512;julianne dalcanton;sp15;Extragalactic Astronomy;5;10;4.33;5.0;4.88;4.88;4.0
ASTR;513;andrew connolly;sp13;Cosmology and Particle Astrophysics;7;7;4.38;4.63;4.2;4.63;4.8
ASTR;513;matthew mcquinn;sp15;Cosmology and Particle Astrophysics;9;12;3.33;2.8;3.0;3.0;3.0
ASTR;519;pramod gupta;au13;Radiative Processes in Astrophysics;8;9;3.25;3.1;3.5;3.0;4.0
ASTR;521;julianne dalcanton;wi14;Stellar Atmospheres;8;9;3.5;3.25;3.75;3.3;2.5
ASTR;561;eric agol;sp14;High Energy Astrophysics;10;10;3.5;2.88;3.17;3.5;3.33
ASTR;576;paula szkody;sp15;Astronomy Colloquium;5;25;4.75;5.0;4.75;4.75;5.0
ASTR;581;suzanne hawley;su14;Techniques in Optical Astronomy;8;8;3.83;3.67;3.83;4.1;3.75
ASTR;597;mario juric;wi15;Topics in Observational Astrophysics;5;5;NULL;4.5;4.67;NULL;NULL
ASTR;599;jacob vanderplas;au13;Advanced Astronomy Seminar;11;14;4.58;4.58;4.58;4.71;4.58
ASTR;599;jacob vanderplas;au14;Advanced Astronomy Seminar;22;29;4.32;4.13;4.25;4.2;4.65
ATMS;101;robert wood;wi14;Weather;61;118;3.65;3.64;3.44;3.67;3.84
ATMS;101;clifford mass;au13;Weather;65;130;3.98;4.1;4.03;4.34;3.93
ATMS;101;darren wilton;sp13;Weather;69;104;3.65;3.81;3.64;4.0;3.88
ATMS;101;darren wilton;au14;Weather;44;94;3.94;4.04;3.93;4.17;3.92
ATMS;101;darren wilton;wi15;Weather;68;139;3.6;3.72;3.37;3.56;3.83
ATMS;103;dale durran;sp14;Hurricanes and Thunderstorms: Their Science and Impact;141;322;3.74;3.73;3.72;3.9;3.58
ATMS;103;hannah barnes;sp15;Hurricanes and Thunderstorms: Their Science and Impact;25;106;3.67;3.8;3.75;3.75;4.0
ATMS;103;dale durran;sp15;Hurricanes and Thunderstorms: Their Science and Impact;38;106;3.85;3.83;3.92;4.03;3.82
ATMS;111;michael warner;su13;Global Warming: Understanding the Issues;9;10;4.75;4.0;4.4;4.6;4.38
ATMS;111;dargan frierson;sp14;Global Warming: Understanding the Issues;172;238;4.31;4.27;4.3;4.61;4.32
ATMS;111;david battisti;wi14;Global Warming: Understanding the Issues;38;123;3.88;4.07;3.96;3.82;3.86
ATMS;111;abigail swann;au13;Global Warming: Understanding the Issues;122;198;3.67;3.64;3.43;3.64;3.86
ATMS;111;dargan frierson;sp13;Global Warming: Understanding the Issues;77;172;4.06;4.02;4.02;4.6;4.37
ATMS;111;lyatt jaegle;au14;Global Warming: Understanding the Issues;111;196;3.31;3.39;3.09;3.08;3.36
ATMS;111;dennis hartmann;wi15;Global Warming: Understanding the Issues;92;163;3.72;3.67;3.64;3.91;3.57
ATMS;111;abigail swann;sp15;Global Warming: Understanding the Issues;72;147;3.93;3.79;3.76;3.77;3.74
ATMS;211;lyatt jaegle;wi14;Climate and Climate Change;51;114;3.24;3.11;3.05;2.95;3.47
ATMS;211;joel thornton;au13;Climate and Climate Change;34;70;3.79;3.88;3.64;4.0;3.39
ATMS;211;qiang fu;au14;Climate and Climate Change;63;109;3.41;3.34;3.09;2.67;3.69
ATMS;211;joel thornton;sp15;Climate and Climate Change;40;118;3.23;3.41;3.27;3.45;3.61
ATMS;212;becky alexander;sp14;Air Pollution: From Urban Smog to the Ozone Hole;12;13;3.83;3.5;4.0;4.0;3.07
ATMS;220;xiaojuan liu;wi15;Exploring the Atmospheric Sciences;54;118;3.5;3.33;3.45;3.28;3.71
ATMS;220;jennifer dehart;sp14;Exploring the Atmospheric Sciences;46;119;3.75;3.54;3.7;3.77;4.28
ATMS;220;paulo ceppi;au14;Exploring the Atmospheric Sciences;53;112;4.0;3.82;4.12;3.96;4.11
ATMS;290;luke madaus;wi15;The Weather Challenge;2;9;5.0;5.0;5.0;4.5;5.0
ATMS;301;robert houze;au14;Introduction to Atmospheric Sciences;13;24;3.58;3.2;3.38;3.13;3.63
ATMS;301;angela rowe;au14;Introduction to Atmospheric Sciences;18;24;4.3;4.25;4.17;3.9;4.1
ATMS;301;angela rowe;au13;Introduction to Atmospheric Sciences;17;28;4.4;4.0;4.4;3.92;4.0
ATMS;321;dennis hartmann;sp14;The Science of Climate;20;25;4.3;4.4;4.33;4.1;4.17
ATMS;321;dennis hartmann;sp13;The Science of Climate;27;32;4.11;4.18;4.11;4.57;4.38
ATMS;321;dennis hartmann;sp15;The Science of Climate;21;30;4.06;4.0;3.91;3.75;4.38
